seller_id,seller_zip_code_prefix,seller_city,seller_state
SLR00554,80330,Anakapalle,Andhra Pradesh
SLR00555,89218,Pithora,Chhattisgarh
SLR00556,89218,Pithora,Chhattisgarh
SLR00557,15155,Sidlaghatta,Karnataka
SLR00558,13170,Chatakonda,Andhra Pradesh
SLR00559,83070,Chunchupalle,Andhra Pradesh
SLR00560,9350,Chhuikhadan,Chhattisgarh
SLR00561,85980,Chiknayakanhalli,Karnataka
SLR00562,2118,Akkarampalle,Andhra Pradesh
SLR00563,12242,Bobbili,Andhra Pradesh
SLR00564,29313,Bhongir,Andhra Pradesh
SLR00565,14150,Pauni,Maharashtra
SLR00566,5108,Akkarampalle,Andhra Pradesh
SLR00567,86604,Vizianagaram,Andhra Pradesh
SLR00568,4360,Akkarampalle,Andhra Pradesh
SLR00569,23062,Badepalle,Andhra Pradesh
SLR00570,3029,Akkarampalle,Andhra Pradesh
SLR00571,4054,Akkarampalle,Andhra Pradesh
SLR00572,36415,Kalayat,Haryana
SLR00573,15046,Kallur,Andhra Pradesh
SLR00574,5537,Akkarampalle,Andhra Pradesh
SLR00575,12943,Patancheru,Andhra Pradesh
SLR00576,6852,Khambhalia,Gujarat
SLR00577,6852,Khambhalia,Gujarat
SLR00578,18035,Bade Bacheli,Chhattisgarh
SLR00579,18550,Mowa,Chhattisgarh
SLR00580,13405,Bellampalle,Andhra Pradesh
SLR00581,3275,Akkarampalle,Andhra Pradesh
SLR00582,14400,Adilabad,Andhra Pradesh
SLR00583,88495,Harpanahalli,Karnataka
SLR00584,90010,Eluru,Andhra Pradesh
SLR00585,17604,Mancherial,Andhra Pradesh
SLR00586,3612,Akkarampalle,Andhra Pradesh
SLR00587,5268,Akkarampalle,Andhra Pradesh
SLR00588,13660,Bannur,Karnataka
SLR00589,3059,Akkarampalle,Andhra Pradesh
SLR00590,7600,Bawana,Delhi
SLR00591,1547,Akkarampalle,Andhra Pradesh
SLR00592,13041,Alwal,Andhra Pradesh
SLR00593,13041,Alwal,Andhra Pradesh
SLR00594,95360,Balrampur,Uttar Pradesh
SLR00595,17700,Chhatral INA,Gujarat
SLR00596,9862,Adoni,Andhra Pradesh
SLR00597,37706,Kurnool,Andhra Pradesh
SLR00598,28495,Vaparala,Andhra Pradesh
SLR00599,35500,Jallaram Kamanpur,Andhra Pradesh
SLR00600,1021,Akkarampalle,Andhra Pradesh
SLR00601,17605,Mancherial,Andhra Pradesh
SLR00602,80610,Anakapalle,Andhra Pradesh
SLR00603,18053,Bade Bacheli,Chhattisgarh
SLR00604,88715,R.Pudupatti,Tamil Nadu
SLR00605,86707,Renigunta,Andhra Pradesh
SLR00606,26210,Gudivada,Andhra Pradesh
SLR00607,8250,Akkarampalle,Andhra Pradesh
SLR00608,29101,Papampeta,Andhra Pradesh
SLR00609,14801,Singapur,Andhra Pradesh
SLR00610,9182,Bheemavaram,Andhra Pradesh
SLR00611,89210,Pithora,Chhattisgarh
SLR00612,13085,Alwal,Andhra Pradesh
SLR00613,21070,Badepalle,Andhra Pradesh
SLR00614,7194,Bestavaripeta,Andhra Pradesh
SLR00615,36052,Itanagar,Arunachal Pradesh
SLR00616,23080,Badepalle,Andhra Pradesh
SLR00617,38230,Attayampatti,Tamil Nadu
SLR00618,14960,Himatnagar,Gujarat
SLR00619,18185,Chavakkad,Kerala
SLR00620,15840,Dhandhuka,Gujarat
SLR00621,87050,Siddipet,Andhra Pradesh
SLR00622,4815,Akkarampalle,Andhra Pradesh
SLR00623,4815,Akkarampalle,Andhra Pradesh
SLR00624,36320,Munirabad Project Area,Karnataka
SLR00625,88020,Bhadrachalam,Andhra Pradesh
SLR00626,13560,Guntur,Andhra Pradesh
SLR00627,11065,Kyathampalle,Andhra Pradesh
SLR00628,8598,Vijayawada,Andhra Pradesh
SLR00629,62170,Khandra,West Bengal
SLR00630,83409,Devanhalli,Karnataka
SLR00631,13504,Pooth Khurd,Delhi
SLR00632,14940,Tarsali,Gujarat
SLR00633,95705,Amreli,Gujarat
SLR00634,4041,Akkarampalle,Andhra Pradesh
SLR00635,12080,Khongapani,Chhattisgarh
SLR00636,81210,Anakapalle,Andhra Pradesh
SLR00637,87050,Siddipet,Andhra Pradesh
SLR00638,86026,Kapas Hera,Delhi
SLR00639,1244,Akkarampalle,Andhra Pradesh
SLR00640,39400,Asifabad,Andhra Pradesh
SLR00641,82810,Anakapalle,Andhra Pradesh
SLR00642,4613,Akkarampalle,Andhra Pradesh
SLR00643,9694,Adoni,Andhra Pradesh
SLR00644,11701,Mahendragarh,Haryana
SLR00645,7152,Bestavaripeta,Andhra Pradesh
SLR00646,92310,Vepagunta,Andhra Pradesh
SLR00647,82510,Anakapalle,Andhra Pradesh
SLR00648,36570,Ghogha,Gujarat
SLR00649,13090,Alwal,Andhra Pradesh
SLR00650,5201,Akkarampalle,Andhra Pradesh
SLR00651,3126,Akkarampalle,Andhra Pradesh
SLR00652,21041,Badepalle,Andhra Pradesh
SLR00653,82130,Anakapalle,Andhra Pradesh
SLR00654,76804,Hangal,Karnataka
SLR00655,40130,Pedana,Andhra Pradesh
SLR00656,13720,Aarambhada,Gujarat
SLR00657,32260,Kamareddy,Andhra Pradesh
SLR00658,85501,Bajva,Gujarat
SLR00659,36301,Bhopal,Madhya Pradesh
SLR00660,14091,Chirala,Andhra Pradesh
SLR00661,19042,Ranibennur,Karnataka
SLR00662,8743,Akkayapalle,Andhra Pradesh
SLR00663,26600,Bilgi,Karnataka
SLR00664,13312,Holalkere,Karnataka
SLR00665,13930,Khilchipur,Madhya Pradesh
SLR00666,15052,Kallur,Andhra Pradesh
SLR00667,9541,Vinukonda,Andhra Pradesh
SLR00668,1420,Akkarampalle,Andhra Pradesh
SLR00669,1239,Akkarampalle,Andhra Pradesh
SLR00670,13418,Bellampalle,Andhra Pradesh
SLR00671,13820,Muvattupuzha,Kerala
SLR00672,4001,Akkarampalle,Andhra Pradesh
SLR00673,17051,Salur,Andhra Pradesh
SLR00674,15081,Kallur,Andhra Pradesh
SLR00675,9550,Vinukonda,Andhra Pradesh
SLR00676,89256,Amadalavalasa,Andhra Pradesh
SLR00677,2523,Akkarampalle,Andhra Pradesh
SLR00678,5462,Akkarampalle,Andhra Pradesh
SLR00679,83411,Devanhalli,Karnataka
SLR00680,89069,Mandamarri,Andhra Pradesh
SLR00681,36010,Itanagar,Arunachal Pradesh
SLR00682,4154,Akkarampalle,Andhra Pradesh
SLR00683,28660,Tekanpur,Madhya Pradesh
SLR00684,28660,Tekanpur,Madhya Pradesh
SLR00685,14940,Tarsali,Gujarat
SLR00686,82800,Anakapalle,Andhra Pradesh
SLR00687,4133,Akkarampalle,Andhra Pradesh
SLR00688,2851,Akkarampalle,Andhra Pradesh
SLR00689,89240,Kargil,Jammu & Kashmir
SLR00690,7052,Bestavaripeta,Andhra Pradesh
SLR00691,29104,Papampeta,Andhra Pradesh
SLR00692,19010,Ranibennur,Karnataka
SLR00693,32672,Ghatlodiya,Gujarat
SLR00694,1303,Akkarampalle,Andhra Pradesh
SLR00695,4676,Akkarampalle,Andhra Pradesh
SLR00696,3910,Akkarampalle,Andhra Pradesh
SLR00697,81200,Anakapalle,Andhra Pradesh
SLR00698,9411,Durg,Chhattisgarh
SLR00699,81070,Anakapalle,Andhra Pradesh
SLR00700,84430,Bakani,Rajasthan
SLR00701,83280,Daroha,Punjab
SLR00702,91520,Eluru,Andhra Pradesh
SLR00703,5615,Akkarampalle,Andhra Pradesh
SLR00704,64033,Asola,Delhi
SLR00705,4164,Akkarampalle,Andhra Pradesh
SLR00706,91360,Eluru,Andhra Pradesh
SLR00707,14406,Adilabad,Andhra Pradesh
SLR00708,14406,Adilabad,Andhra Pradesh
SLR00709,18550,Mowa,Chhattisgarh
SLR00710,12941,Patancheru,Andhra Pradesh
SLR00711,12230,Bobbili,Andhra Pradesh
SLR00712,18132,Bodhan,Andhra Pradesh
SLR00713,86820,Aravankad,Tamil Nadu
SLR00714,8020,Akkarampalle,Andhra Pradesh
SLR00715,14802,Singapur,Andhra Pradesh
SLR00716,7135,Bestavaripeta,Andhra Pradesh
SLR00717,17600,Mancherial,Andhra Pradesh
SLR00718,2562,Akkarampalle,Andhra Pradesh
SLR00719,84920,Thiruneermalai,Tamil Nadu
SLR00720,20751,Badepalle,Andhra Pradesh
SLR00721,70610,Eddumailaram,Andhra Pradesh
SLR00722,9190,Bheemavaram,Andhra Pradesh
SLR00723,85851,Kantabamsuguda,Andhra Pradesh
SLR00724,12080,Khongapani,Chhattisgarh
SLR00725,9780,Adoni,Andhra Pradesh
SLR00726,13483,Kharsia,Chhattisgarh
SLR00727,13180,Chatakonda,Andhra Pradesh
SLR00728,2215,Akkarampalle,Andhra Pradesh
SLR00729,8583,Vijayawada,Andhra Pradesh
SLR00730,28633,Arang,Chhattisgarh
SLR00731,21862,Badepalle,Andhra Pradesh
SLR00732,4438,Akkarampalle,Andhra Pradesh
SLR00733,3521,Akkarampalle,Andhra Pradesh
SLR00734,30120,Anantapur,Andhra Pradesh
SLR00735,37975,Telgaon,Chhattisgarh
SLR00736,3654,Akkarampalle,Andhra Pradesh
SLR00737,36050,Itanagar,Arunachal Pradesh
SLR00738,88085,Bhadrachalam,Andhra Pradesh
SLR00739,5171,Akkarampalle,Andhra Pradesh
SLR00740,16200,Pitapuram,Andhra Pradesh
SLR00741,35540,Bharoli Kalan,Punjab
SLR00742,34710,Kari,Madhya Pradesh
SLR00743,19865,Kinathukadavu,Tamil Nadu
SLR00744,9810,Adoni,Andhra Pradesh
SLR00745,31510,Anantapur,Andhra Pradesh
SLR00746,2515,Akkarampalle,Andhra Pradesh
SLR00747,15500,Ramban,Jammu & Kashmir
SLR00748,19025,Ranibennur,Karnataka
SLR00749,13825,Dyane,Maharashtra
SLR00750,8752,Akkayapalle,Andhra Pradesh
SLR00751,88901,Ludhiana,Punjab
SLR00752,83324,Okha port,Gujarat
SLR00753,2117,Akkarampalle,Andhra Pradesh
SLR00754,9540,Vinukonda,Andhra Pradesh
SLR00755,4361,Akkarampalle,Andhra Pradesh
SLR00756,3306,Akkarampalle,Andhra Pradesh
SLR00757,86047,Kapas Hera,Delhi
SLR00758,4213,Akkarampalle,Andhra Pradesh
SLR00759,14092,Chirala,Andhra Pradesh
SLR00760,14026,Chirala,Andhra Pradesh
SLR00761,16200,Pitapuram,Andhra Pradesh
SLR00762,1254,Akkarampalle,Andhra Pradesh
SLR00763,74435,Bheemunipatnam,Andhra Pradesh
SLR00764,1026,Akkarampalle,Andhra Pradesh
SLR00765,26020,Gudivada,Andhra Pradesh
SLR00766,7140,Bestavaripeta,Andhra Pradesh
SLR00767,90560,Eluru,Andhra Pradesh
SLR00768,3307,Akkarampalle,Andhra Pradesh
SLR00769,2804,Akkarampalle,Andhra Pradesh
SLR00770,13480,Kharsia,Chhattisgarh
SLR00771,22790,Badepalle,Andhra Pradesh
SLR00772,85948,Maharajpur,Madhya Pradesh
SLR00773,99500,Sira,Karnataka
SLR00774,38680,Avadi,Tamil Nadu
SLR00775,13520,Proddatur,Andhra Pradesh
SLR00776,88504,Khamhria,Chhattisgarh
SLR00777,4122,Akkarampalle,Andhra Pradesh
SLR00778,9320,Chhuikhadan,Chhattisgarh
SLR00779,1223,Akkarampalle,Andhra Pradesh
SLR00780,13660,Bannur,Karnataka
SLR00781,6365,Jarjapupeta,Andhra Pradesh
SLR00782,85640,Telhara,Maharashtra
SLR00783,35500,Jallaram Kamanpur,Andhra Pradesh
SLR00784,30180,Anantapur,Andhra Pradesh
SLR00785,83010,Chunchupalle,Andhra Pradesh
SLR00786,1026,Akkarampalle,Andhra Pradesh
SLR00787,35680,Farakhpur,Haryana
SLR00788,11443,Machilipatnam,Andhra Pradesh
SLR00789,3065,Akkarampalle,Andhra Pradesh
SLR00790,88063,Bhadrachalam,Andhra Pradesh
SLR00791,3533,Akkarampalle,Andhra Pradesh
SLR00792,91901,Eluru,Andhra Pradesh
SLR00793,13800,Gajendragarh,Karnataka
SLR00794,89224,Pithora,Chhattisgarh
SLR00795,89520,Vapi,Gujarat
SLR00796,89520,Vapi,Gujarat
SLR00797,37410,Wanaparthi,Andhra Pradesh
SLR00798,5849,Akkarampalle,Andhra Pradesh
SLR00799,60346,Dowleswaram,Andhra Pradesh
SLR00800,1403,Akkarampalle,Andhra Pradesh
SLR00801,2727,Akkarampalle,Andhra Pradesh
SLR00802,12215,Bobbili,Andhra Pradesh
SLR00803,12215,Bobbili,Andhra Pradesh
SLR00804,2565,Akkarampalle,Andhra Pradesh
SLR00805,4256,Akkarampalle,Andhra Pradesh
SLR00806,13088,Alwal,Andhra Pradesh
SLR00807,13185,Narsipatnam,Andhra Pradesh
SLR00808,4160,Akkarampalle,Andhra Pradesh
SLR00809,30310,Anantapur,Andhra Pradesh
SLR00810,87025,Siddipet,Andhra Pradesh
SLR00811,20771,Badepalle,Andhra Pradesh
SLR00812,12940,Patancheru,Andhra Pradesh
SLR00813,88210,Kavisuryanagar,Orissa
SLR00814,85900,Dantewada,Chhattisgarh
SLR00815,17511,Jamul,Chhattisgarh
SLR00816,82940,Anakapalle,Andhra Pradesh
SLR00817,35162,Malkajgiri,Andhra Pradesh
SLR00818,95059,Bapatla,Andhra Pradesh
SLR00819,88790,Berasia,Madhya Pradesh
SLR00820,13920,Jalalpore,Gujarat
SLR00821,2407,Akkarampalle,Andhra Pradesh
SLR00822,13041,Alwal,Andhra Pradesh
SLR00823,12942,Patancheru,Andhra Pradesh
SLR00824,36071,Itanagar,Arunachal Pradesh
SLR00825,1310,Akkarampalle,Andhra Pradesh
SLR00826,36213,Vijainagar,Rajasthan
SLR00827,36213,Vijainagar,Rajasthan
SLR00828,2532,Akkarampalle,Andhra Pradesh
SLR00829,9560,Vinukonda,Andhra Pradesh
SLR00830,13603,Yemmiganur,Andhra Pradesh
SLR00831,37142,Lucknow,Uttar Pradesh
SLR00832,5138,Akkarampalle,Andhra Pradesh
SLR00833,7071,Bestavaripeta,Andhra Pradesh
SLR00834,9111,Bheemavaram,Andhra Pradesh
SLR00835,18040,Bade Bacheli,Chhattisgarh
SLR00836,13085,Alwal,Andhra Pradesh
SLR00837,17350,Rayya,Punjab
SLR00838,13473,Rayachoti,Andhra Pradesh
SLR00839,88353,Zahirabad,Andhra Pradesh
SLR00840,88350,Zahirabad,Andhra Pradesh
SLR00841,9510,Vinukonda,Andhra Pradesh
SLR00842,38412,Gajularega,Andhra Pradesh
SLR00843,14750,Farrukhnagar,Haryana
SLR00844,30120,Anantapur,Andhra Pradesh
SLR00845,14400,Adilabad,Andhra Pradesh
SLR00846,4131,Akkarampalle,Andhra Pradesh
SLR00847,22451,Badepalle,Andhra Pradesh
SLR00848,4317,Akkarampalle,Andhra Pradesh
SLR00849,1001,Akkarampalle,Andhra Pradesh
SLR00850,5705,Akkarampalle,Andhra Pradesh
SLR00851,81650,Anakapalle,Andhra Pradesh
SLR00852,7160,Bestavaripeta,Andhra Pradesh
SLR00853,18085,Bade Bacheli,Chhattisgarh
SLR00854,81020,Anakapalle,Andhra Pradesh
SLR00855,79090,Jafrabad,Gujarat
SLR00856,1226,Akkarampalle,Andhra Pradesh
SLR00857,3303,Akkarampalle,Andhra Pradesh
SLR00858,3567,Akkarampalle,Andhra Pradesh
SLR00859,9270,Bheemavaram,Andhra Pradesh
SLR00860,17400,Kansepur,Haryana
SLR00861,19470,Taj Pul,Delhi
SLR00862,91510,Eluru,Andhra Pradesh
SLR00863,14940,Tarsali,Gujarat
SLR00864,3613,Akkarampalle,Andhra Pradesh
SLR00865,31255,Anantapur,Andhra Pradesh
SLR00866,14940,Tarsali,Gujarat
SLR00867,74340,Bheemunipatnam,Andhra Pradesh
SLR00868,2124,Akkarampalle,Andhra Pradesh
SLR00869,14910,Gho Manhasan,Jammu & Kashmir
SLR00870,14910,Gho Manhasan,Jammu & Kashmir
SLR00871,85904,Dantewada,Chhattisgarh
SLR00872,81730,Anakapalle,Andhra Pradesh
SLR00873,89211,Pithora,Chhattisgarh
SLR00874,5174,Akkarampalle,Andhra Pradesh
SLR00875,5174,Akkarampalle,Andhra Pradesh
SLR00876,13481,Kharsia,Chhattisgarh
SLR00877,61800,Pothatturpettai,Tamil Nadu
SLR00878,13930,Khilchipur,Madhya Pradesh
SLR00879,4087,Akkarampalle,Andhra Pradesh
SLR00880,23095,Badepalle,Andhra Pradesh
SLR00881,73801,Bilha,Chhattisgarh
SLR00882,7023,Bestavaripeta,Andhra Pradesh
SLR00883,3167,Akkarampalle,Andhra Pradesh
SLR00884,4833,Akkarampalle,Andhra Pradesh
SLR00885,24346,Jaggayyapet,Andhra Pradesh
SLR00886,37564,Goredi Chancha,Rajasthan
SLR00887,81825,Anakapalle,Andhra Pradesh
SLR00888,11680,Vartej,Gujarat
SLR00889,85988,Mogra Badshahpur,Uttar Pradesh
SLR00890,13566,Guntur,Andhra Pradesh
SLR00891,37540,Akkarampalle,Andhra Pradesh
SLR00892,15813,Duru-Verinag,Jammu & Kashmir
SLR00893,11013,Kyathampalle,Andhra Pradesh
SLR00894,20751,Badepalle,Andhra Pradesh
SLR00895,6768,Nizamabad,Andhra Pradesh
SLR00896,3550,Akkarampalle,Andhra Pradesh
SLR00897,35570,Gohana,Haryana
SLR00898,1139,Akkarampalle,Andhra Pradesh
SLR00899,11075,Kyathampalle,Andhra Pradesh
SLR00900,95012,Bapatla,Andhra Pradesh
SLR00901,27930,Nellimaria,Andhra Pradesh
SLR00902,42738,Sarkhej-Okaf,Gujarat
SLR00903,31230,Anantapur,Andhra Pradesh
SLR00904,13506,Pooth Khurd,Delhi
SLR00905,95900,Khan Sahib,Jammu & Kashmir
SLR00906,85804,Dommara Nandyal,Andhra Pradesh
SLR00907,14020,Chirala,Andhra Pradesh
SLR00908,95800,Maur,Punjab
SLR00909,79107,Jafrabad,Gujarat
SLR00910,15041,Kallur,Andhra Pradesh
SLR00911,88370,Tenali,Andhra Pradesh
SLR00912,30130,Anantapur,Andhra Pradesh
SLR00913,9633,Adoni,Andhra Pradesh
SLR00914,6717,Naspur,Andhra Pradesh
SLR00915,2220,Akkarampalle,Andhra Pradesh
SLR00916,4456,Akkarampalle,Andhra Pradesh
SLR00917,11070,Kyathampalle,Andhra Pradesh
SLR00918,13481,Kharsia,Chhattisgarh
SLR00919,6513,Khajoori Khas,Delhi
SLR00920,81050,Anakapalle,Andhra Pradesh
SLR00921,12701,Sultan Pur,Delhi
SLR00922,2372,Akkarampalle,Andhra Pradesh
SLR00923,14940,Tarsali,Gujarat
SLR00924,9920,Ongole,Andhra Pradesh
SLR00925,5041,Akkarampalle,Andhra Pradesh
SLR00926,87050,Siddipet,Andhra Pradesh
SLR00927,97050,Bemetra,Chhattisgarh
SLR00928,71200,Eddumailaram,Andhra Pradesh
SLR00929,18047,Bade Bacheli,Chhattisgarh
SLR00930,15085,Kallur,Andhra Pradesh
SLR00931,15130,Chilla Saroda Bangar,Delhi
SLR00932,6033,Nagari,Andhra Pradesh
SLR00933,36886,Balod,Chhattisgarh
SLR00934,1311,Akkarampalle,Andhra Pradesh
SLR00935,2510,Akkarampalle,Andhra Pradesh
SLR00936,92420,Vepagunta,Andhra Pradesh
SLR00937,22745,Badepalle,Andhra Pradesh
SLR00938,9810,Adoni,Andhra Pradesh
SLR00939,15076,Kallur,Andhra Pradesh
SLR00940,27274,Serilingampalle,Andhra Pradesh
SLR00941,7170,Bestavaripeta,Andhra Pradesh
SLR00942,4144,Akkarampalle,Andhra Pradesh
SLR00943,5319,Akkarampalle,Andhra Pradesh
SLR00944,5315,Akkarampalle,Andhra Pradesh
SLR00945,4827,Akkarampalle,Andhra Pradesh
SLR00946,4827,Akkarampalle,Andhra Pradesh
SLR00947,95240,Nattarasankottai,Tamil Nadu
SLR00948,1230,Akkarampalle,Andhra Pradesh
SLR00949,59775,Siduli,West Bengal
SLR00950,25750,Ponnur,Andhra Pradesh
SLR00951,1224,Akkarampalle,Andhra Pradesh
SLR00952,13082,Alwal,Andhra Pradesh
SLR00953,2751,Akkarampalle,Andhra Pradesh
SLR00954,81540,Anakapalle,Andhra Pradesh
SLR00955,13660,Bannur,Karnataka
SLR00956,37004,Prantij,Gujarat
SLR00957,31130,Anantapur,Andhra Pradesh
SLR00958,91150,Eluru,Andhra Pradesh
SLR00959,72125,Eddumailaram,Andhra Pradesh
SLR00960,14050,Chirala,Andhra Pradesh
SLR00961,18608,Chalala,Gujarat
SLR00962,81320,Anakapalle,Andhra Pradesh
SLR00963,8220,Akkarampalle,Andhra Pradesh
SLR00964,29260,Khanapur,Karnataka
SLR00965,13030,Alwal,Andhra Pradesh
SLR00966,3644,Akkarampalle,Andhra Pradesh
SLR00967,38010,Damnagar,Gujarat
SLR00968,19027,Ranibennur,Karnataka
SLR00969,1031,Akkarampalle,Andhra Pradesh
SLR00970,3282,Akkarampalle,Andhra Pradesh
SLR00971,35170,Ramanayyapeta,Andhra Pradesh
SLR00972,3390,Akkarampalle,Andhra Pradesh
SLR00973,94930,Garoth,Madhya Pradesh
SLR00974,5311,Akkarampalle,Andhra Pradesh
SLR00975,14940,Tarsali,Gujarat
SLR00976,3333,Akkarampalle,Andhra Pradesh
SLR00977,9320,Chhuikhadan,Chhattisgarh
SLR00978,24754,Ghatkeser,Andhra Pradesh
SLR00979,9820,Adoni,Andhra Pradesh
SLR00980,9820,Adoni,Andhra Pradesh
SLR00981,14092,Chirala,Andhra Pradesh
SLR00982,19820,Jourian,Jammu & Kashmir
SLR00983,4088,Akkarampalle,Andhra Pradesh
SLR00984,17400,Kansepur,Haryana
SLR00985,7043,Bestavaripeta,Andhra Pradesh
SLR00986,38414,Gajularega,Andhra Pradesh
SLR00987,13481,Kharsia,Chhattisgarh
SLR00988,4160,Akkarampalle,Andhra Pradesh
SLR00989,4693,Akkarampalle,Andhra Pradesh
SLR00990,3060,Akkarampalle,Andhra Pradesh
SLR00991,13632,Tiruchanur,Andhra Pradesh
SLR00992,2116,Akkarampalle,Andhra Pradesh
SLR00993,8280,Akkarampalle,Andhra Pradesh
SLR00994,18015,Bade Bacheli,Chhattisgarh
SLR00995,18015,Bade Bacheli,Chhattisgarh
SLR00996,4567,Akkarampalle,Andhra Pradesh
SLR00997,31844,Anantapur,Andhra Pradesh
SLR00998,14020,Chirala,Andhra Pradesh
SLR00999,13030,Alwal,Andhra Pradesh
SLR01000,7402,Talikota,Karnataka
SLR01001,2035,Akkarampalle,Andhra Pradesh
SLR01002,74223,Bheemunipatnam,Andhra Pradesh
SLR01003,13575,Guntur,Andhra Pradesh
SLR01004,1156,Akkarampalle,Andhra Pradesh
SLR01005,1156,Akkarampalle,Andhra Pradesh
SLR01006,85802,Dommara Nandyal,Andhra Pradesh
SLR01007,2258,Akkarampalle,Andhra Pradesh
SLR01008,30310,Anantapur,Andhra Pradesh
SLR01009,23954,Saraipali,Chhattisgarh
SLR01010,23050,Badepalle,Andhra Pradesh
SLR01011,87015,Siddipet,Andhra Pradesh
SLR01012,8673,Kanuru,Andhra Pradesh
SLR01013,9850,Adoni,Andhra Pradesh
SLR01014,9850,Adoni,Andhra Pradesh
SLR01015,3370,Akkarampalle,Andhra Pradesh
SLR01016,35501,Jallaram Kamanpur,Andhra Pradesh
SLR01017,89170,Vilapakkam,Tamil Nadu
SLR01018,6717,Naspur,Andhra Pradesh
SLR01019,3372,Akkarampalle,Andhra Pradesh
SLR01020,1319,Akkarampalle,Andhra Pradesh
SLR01021,95270,Murgud,Maharashtra
SLR01022,88780,Konnur,Karnataka
SLR01023,89256,Amadalavalasa,Andhra Pradesh
SLR01024,86035,Kapas Hera,Delhi
SLR01025,95780,Along,Arunachal Pradesh
SLR01026,20051,Badepalle,Andhra Pradesh
SLR01027,3382,Akkarampalle,Andhra Pradesh
SLR01028,81200,Anakapalle,Andhra Pradesh
SLR01029,3673,Akkarampalle,Andhra Pradesh
SLR01030,86802,Miryalguda,Andhra Pradesh
SLR01031,2189,Akkarampalle,Andhra Pradesh
SLR01032,3077,Akkarampalle,Andhra Pradesh
SLR01033,6036,Nagari,Andhra Pradesh
SLR01034,5030,Akkarampalle,Andhra Pradesh
SLR01035,5634,Akkarampalle,Andhra Pradesh
SLR01036,41820,Pedana,Andhra Pradesh
SLR01037,6753,Nizamabad,Andhra Pradesh
SLR01038,3059,Akkarampalle,Andhra Pradesh
SLR01039,13660,Bannur,Karnataka
SLR01040,14470,Takhatgarh,Rajasthan
SLR01041,9210,Bheemavaram,Andhra Pradesh
SLR01042,93542,Chemmumiahpet,Andhra Pradesh
SLR01043,30111,Anantapur,Andhra Pradesh
SLR01044,13930,Khilchipur,Madhya Pradesh
SLR01045,83015,Chunchupalle,Andhra Pradesh
SLR01046,8730,Akkayapalle,Andhra Pradesh
SLR01047,95560,Dadhapatna,Orissa
SLR01048,49055,Rajokri,Delhi
SLR01049,13484,Kharsia,Chhattisgarh
SLR01050,88316,Sadasivpet,Andhra Pradesh
SLR01051,88316,Sadasivpet,Andhra Pradesh
SLR01052,81930,Anakapalle,Andhra Pradesh
SLR01053,95076,Bapatla,Andhra Pradesh
SLR01054,8111,Akkarampalle,Andhra Pradesh
SLR01055,89254,Amadalavalasa,Andhra Pradesh
SLR01056,3331,Akkarampalle,Andhra Pradesh
SLR01057,80060,Anakapalle,Andhra Pradesh
SLR01058,38770,Kurwai,Madhya Pradesh
SLR01059,9271,Bheemavaram,Andhra Pradesh
SLR01060,86706,Renigunta,Andhra Pradesh
SLR01061,15115,Budha Theh,Punjab
SLR01062,89053,Mandamarri,Andhra Pradesh
SLR01063,3632,Akkarampalle,Andhra Pradesh
SLR01064,78552,Macherla,Andhra Pradesh
SLR01065,3804,Akkarampalle,Andhra Pradesh
SLR01066,13330,Mehmand,Chhattisgarh
SLR01067,17510,Jamul,Chhattisgarh
SLR01068,85065,Tadepalligudem,Andhra Pradesh
SLR01069,83707,Gooty,Andhra Pradesh
SLR01070,92030,Vepagunta,Andhra Pradesh
SLR01071,18683,Bandarulanka,Andhra Pradesh
SLR01072,95110,Bapatla,Andhra Pradesh
SLR01073,36015,Itanagar,Arunachal Pradesh
SLR01074,12020,Khongapani,Chhattisgarh
SLR01075,2992,Akkarampalle,Andhra Pradesh
SLR01076,88115,Chinnachowk,Andhra Pradesh
SLR01077,29090,Mahasamund,Chhattisgarh
SLR01078,3225,Akkarampalle,Andhra Pradesh
SLR01079,7013,Bestavaripeta,Andhra Pradesh
SLR01080,14300,Dalhousie,Himachal Pradesh
SLR01081,95082,Bapatla,Andhra Pradesh
SLR01082,33400,Tosham,Haryana
SLR01083,9911,Akkarampalle,Andhra Pradesh
SLR01084,4711,Akkarampalle,Andhra Pradesh
SLR01085,89801,Ahmedabad,Gujarat
SLR01086,85801,Dommara Nandyal,Andhra Pradesh
SLR01087,40285,Pedana,Andhra Pradesh
SLR01088,20520,Badepalle,Andhra Pradesh
SLR01089,11701,Mahendragarh,Haryana
SLR01090,80710,Anakapalle,Andhra Pradesh
SLR01091,5051,Akkarampalle,Andhra Pradesh
SLR01092,8840,Akkayapalle,Andhra Pradesh
SLR01093,87502,Talai,Himachal Pradesh
SLR01094,83709,Gooty,Andhra Pradesh
SLR01095,9690,Adoni,Andhra Pradesh
SLR01096,8225,Akkarampalle,Andhra Pradesh
SLR01097,31110,Anantapur,Andhra Pradesh
SLR01098,6460,Madanapalle,Andhra Pradesh
SLR01099,9220,Bheemavaram,Andhra Pradesh
SLR01100,4602,Akkarampalle,Andhra Pradesh
SLR01101,88359,Zahirabad,Andhra Pradesh
SLR01102,4781,Akkarampalle,Andhra Pradesh
SLR01103,95055,Bapatla,Andhra Pradesh
SLR01104,87083,Siddipet,Andhra Pradesh
SLR01105,18040,Bade Bacheli,Chhattisgarh
SLR01106,3244,Akkarampalle,Andhra Pradesh
