product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_name
PRD03830,Health_Beauty,51,2468,3,200,23,7,15,Eco Body Lotion
PRD03831,Health_Beauty,44,1028,1,350,18,11,11,Classic Hair Serum
PRD03832,Computers,55,3610,4,2650,16,31,39,Compact Computers Piece
PRD03833,Health_Beauty,49,3901,8,2250,35,8,35,Lightweight Vitamin Supplement
PRD03834,Bed_Bath_Table,56,310,1,6400,30,6,25,Elegant Pillow Cover Set
PRD03835,Housewares,59,470,1,950,28,18,28,Compact Mixing Bowl
PRD03836,Bed_Bath_Table,59,299,1,4900,42,12,42,Eco Bath Towel
PRD03837,Health_Beauty,40,847,1,800,30,30,30,Sturdy Hair Serum
PRD03838,Bed_Bath_Table,59,344,3,12000,60,23,54,Lightweight Comforter
PRD03839,Pet_Shop,43,480,1,7300,25,25,25,Elegant Harness
PRD03840,Home_Appliances,45,78,1,100,20,13,15,Modern Hand Blender
PRD03841,Garden_Tools,32,390,2,353,26,14,14,Heavy-Duty Pruning Shears
PRD03842,Health_Beauty,45,1031,1,1250,16,32,12,Premium Hair Serum
PRD03843,Auto,60,695,6,3800,47,19,23,Modern Dashboard Cleaner
PRD03844,Furniture_Decor,54,1988,3,2450,65,8,45,Compact Side Table
PRD03845,Sports_Leisure,47,414,1,700,48,15,32,Elegant Yoga Mat
PRD03846,Fashion_Bags_Accessories,50,427,3,2100,16,5,11,Heavy-Duty Fashion Bags Accessories Kit
PRD03847,Toys,56,194,1,475,54,13,26,Essential Puzzle Game
PRD03848,Computers_Accessories,58,420,1,200,21,14,15,Pro Webcam
PRD03849,Sports_Leisure,46,1277,5,1600,42,10,22,Compact Cricket Kit
PRD03850,Bed_Bath_Table,44,444,2,700,50,16,16,Classic Pillow Cover Set
PRD03851,Housewares,36,558,1,450,24,8,15,Smart Kitchen Organizer
PRD03852,Health_Beauty,56,1190,1,1250,26,21,16,Classic Face Wash
PRD03853,Bed_Bath_Table,56,701,1,1000,50,12,12,Modern Bedsheet Set
PRD03854,Housewares,56,613,5,3950,65,15,35,Compact Kitchen Organizer
PRD03855,Furniture_Decor,55,1617,3,4450,105,5,69,Ultra Storage Cabinet
PRD03856,Toys,50,591,2,6350,55,25,20,Soft Doll Set
PRD03857,Bed_Bath_Table,28,306,3,1650,36,12,26,Pro Bath Towel
PRD03858,Health_Beauty,31,1608,1,350,16,7,11,Heavy-Duty Body Lotion
PRD03859,Auto,59,241,3,10550,70,30,30,Sturdy Bike Helmet
PRD03860,Housewares,30,622,1,5950,33,26,33,Deluxe Dinner Plate Set
PRD03861,Stationery,25,736,3,1100,42,20,31,Smart Stationery Bundle
PRD03862,Luggage_Accessories,38,216,1,700,49,10,34,Advanced Neck Pillow
PRD03863,Food_Drink,40,907,1,472,19,16,16,Smart Food Drink
PRD03864,Pet_Shop,38,734,12,7300,49,29,34,Wireless Pet Food Bowl
PRD03865,Pet_Shop,47,933,1,417,19,17,16,Deluxe Cat Scratcher
PRD03866,Housewares,27,144,1,9600,25,32,24,Compact Cutlery Set
PRD03867,Industry_Commerce_And_Business,54,1001,1,400,20,20,30,Ultra Document Shredder
PRD03868,Perfumery,54,675,3,613,18,16,18,Classic Eau De Toilette
PRD03869,Bed_Bath_Table,46,288,1,4325,54,19,42,Wireless Bedsheet Set
PRD03870,Cool_Stuff,58,934,1,2250,42,25,15,Advanced Novelty Mug
PRD03871,Cool_Stuff,43,421,4,500,27,5,27,Modern Flip Clock
PRD03872,Stationery,51,261,1,1250,16,39,37,Essential Stationery Piece
PRD03873,Small_Appliances,58,520,1,3600,35,40,34,Pro Juicer
PRD03874,Watches_Gifts,29,147,1,521,18,11,14,Lightweight Digital Watch
PRD03875,Stationery,43,47,1,158,16,5,16,Deluxe Stationery Edition
PRD03876,Books_General_Interest,54,429,5,650,25,12,20,Smart Books General Interest Pack
PRD03877,Home_Appliances,60,648,2,500,19,13,20,Modern Air Purifier
PRD03878,Agro_Industry_And_Commerce,41,288,1,5047,58,44,28,Lightweight Agro Industry And Commerce
PRD03879,Perfumery,48,693,1,600,18,18,18,Portable Scent Set
PRD03880,Auto,56,1235,1,1800,34,40,19,Heavy-Duty Seat Cover Set
PRD03881,Toys,36,529,2,650,28,13,15,Ergonomic Puzzle Game
PRD03882,Sports_Leisure,36,1360,1,2450,25,8,25,Modern Skipping Rope
PRD03883,Housewares,46,1342,1,9700,28,26,26,Advanced Dinner Plate Set
PRD03884,Construction_Tools_Lights,59,985,1,750,16,20,16,Essential Construction Tools Lights
PRD03885,Sports_Leisure,51,1552,1,350,31,18,18,Premium Hiking Backpack
PRD03886,Stationery,57,687,4,300,30,15,18,Modern Stationery Set
PRD03887,Watches_Gifts,49,589,2,500,16,13,13,Deluxe Digital Watch
PRD03888,Perfumery,57,2670,3,1600,45,10,24,Smart Aroma Mist
PRD03889,Auto,55,446,5,50,24,2,17,Modern Tyre Inflator
PRD03890,Furniture_Decor,47,2064,2,600,68,8,13,Eco Floor Lamp
PRD03891,Market_Place,20,43,2,5000,40,40,40,Essential Market Place Edition
PRD03892,Baby,53,1601,5,29250,42,58,60,Eco Feeding Bottle
PRD03893,Furniture_Decor,48,873,1,6200,18,5,20,Modern Floor Lamp
PRD03894,Furniture_Decor,59,946,2,25325,95,25,64,Fresh Floor Lamp
PRD03895,Health_Beauty,53,713,2,150,20,10,20,Eco Vitamin Supplement
PRD03896,Watches_Gifts,58,967,3,400,19,15,20,Fresh Gift Set
PRD03897,Housewares,43,319,1,450,25,22,24,Heavy-Duty Glass Storage Jar
PRD03898,Housewares,54,341,2,16300,80,23,33,Heavy-Duty Cutlery Set
PRD03899,Air_Conditioning,46,293,1,5524,42,37,28,Ultra Air Conditioning
PRD03900,Computers_Accessories,60,611,2,2500,31,12,31,Essential Webcam
PRD03901,Sports_Leisure,54,454,1,3400,36,41,36,Sturdy Tennis Racket
PRD03902,Furniture_Decor,55,2165,2,650,68,8,13,Heavy-Duty Side Table
PRD03903,Perfumery,47,727,6,300,16,16,16,Ergonomic Scent Set
PRD03904,Baby,30,309,1,150,16,5,16,Ergonomic Baby Blanket
PRD03905,Stationery,39,310,1,300,16,4,11,Wireless Stationery Bundle
PRD03906,Health_Beauty,44,1793,1,11450,80,26,26,Eco Face Cream
PRD03907,Auto,58,1934,2,250,19,19,14,Essential Bike Helmet
PRD03908,Fashion_Bags_Accessories,16,132,2,50,17,4,13,Smart Fashion Bags Accessories
PRD03909,Watches_Gifts,48,460,1,400,16,12,12,Modern Analog Watch
PRD03910,Baby,52,704,4,1350,60,20,50,Compact Swaddle Wrap
PRD03911,Agro_Industry_And_Commerce,38,397,1,3450,33,36,33,Compact Agro Industry And Commerce
PRD03912,Stationery,55,184,4,250,24,7,14,Advanced Stationery Kit
PRD03913,Sports_Leisure,56,235,1,500,30,5,20,Essential Cricket Kit
PRD03914,Books_General_Interest,44,618,1,1200,16,2,11,Sturdy Books General Interest Pack
PRD03915,Computers_Accessories,42,418,1,950,30,16,16,Classic Laptop Stand
PRD03916,Bed_Bath_Table,56,390,1,1983,29,49,58,Deluxe Pillow Cover Set
PRD03917,Garden_Tools,38,244,1,600,25,32,25,Lightweight Pruning Shears
PRD03918,Pet_Shop,48,466,2,2700,43,39,20,Essential Dog Leash
PRD03919,Health_Beauty,29,378,2,200,25,10,15,Advanced Face Cream
PRD03920,Computers_Accessories,57,489,4,350,19,3,13,Fresh Webcam
PRD03921,Baby,23,1059,2,100,22,23,16,Heavy-Duty Cotton Bib Set
PRD03922,Bed_Bath_Table,53,704,1,1650,40,15,32,Ergonomic Comforter
PRD03923,Furniture_Decor,32,1405,3,200,35,2,25,Sturdy Bookshelf
PRD03924,Sports_Leisure,55,1392,1,1350,16,16,20,Eco Cricket Kit
PRD03925,Sports_Leisure,30,73,3,200,25,25,25,Deluxe Yoga Mat
PRD03926,Health_Beauty,56,1266,1,1400,20,20,20,Elegant Face Cream
PRD03927,Housewares,51,386,2,2700,44,34,16,Classic Mixing Bowl
PRD03928,Construction_Tools_Construction,60,147,6,10100,60,20,40,Lightweight Construction Tools Construction Set
PRD03929,Sports_Leisure,43,170,2,2400,40,10,40,Heavy-Duty Cricket Kit
PRD03930,Home_Appliances_2,33,111,1,6600,42,42,26,Heavy-Duty Home Appliances 2
PRD03931,Perfumery,35,906,1,325,33,33,31,Ultra Scent Set
PRD03932,Health_Beauty,42,2877,1,150,19,14,16,Pro Vitamin Supplement
PRD03933,Baby,59,224,2,1400,75,15,50,Eco Baby Blanket
PRD03934,Auto,48,749,1,800,41,45,11,Wireless Dashboard Cleaner
PRD03935,Fashion_Bags_Accessories,15,132,4,50,17,4,13,Classic Fashion Bags Accessories Set
PRD03936,Furniture_Decor,49,494,2,450,30,20,20,Premium Wall Decor Light
PRD03937,Stationery,33,640,4,100,16,6,11,Eco Stationery Item
PRD03938,Toys,43,225,1,650,45,15,35,Heavy-Duty Puzzle Game
PRD03939,Cool_Stuff,46,573,1,300,26,5,21,Modern Mini Gadget
PRD03940,Housewares,51,663,4,3000,62,12,25,Ergonomic Kitchen Organizer
PRD03941,Computers_Accessories,52,516,2,450,42,3,15,Portable Laptop Stand
PRD03942,Sports_Leisure,48,683,1,200,20,4,15,Premium Cricket Kit
PRD03943,Computers_Accessories,40,2206,2,749,25,13,24,Essential Keyboard
PRD03944,Housewares,32,251,1,600,30,30,30,Heavy-Duty Cutlery Set
PRD03945,Computers_Accessories,57,95,1,300,32,5,16,Classic Laptop Stand
PRD03946,Sports_Leisure,16,1135,2,100,16,13,16,Soft Cricket Kit
PRD03947,Furniture_Decor,58,1056,2,650,65,11,11,Wireless Wall Decor Light
PRD03948,Health_Beauty,27,980,1,1150,19,15,15,Eco Body Lotion
PRD03949,Telephony,53,505,1,350,16,6,11,Essential Telephony Edition
PRD03950,Furniture_Decor,56,666,4,950,68,30,11,Portable Side Table
PRD03951,Garden_Tools,39,1053,2,2660,34,25,16,Heavy-Duty Garden Hose
PRD03952,Watches_Gifts,50,708,2,325,19,8,14,Premium Digital Watch
PRD03953,Auto,49,1101,1,2100,28,32,38,Portable Bike Helmet
PRD03954,Watches_Gifts,53,486,2,240,19,13,19,Advanced Watch Strap
PRD03955,Housewares,29,363,2,1000,25,30,25,Premium Kitchen Organizer
PRD03956,Furniture_Decor,59,618,2,867,52,6,42,Classic Floor Lamp
PRD03957,Toys,50,679,4,500,30,20,20,Portable Race Car Set
PRD03958,Auto,59,1773,1,6600,44,25,39,Ultra Car Phone Holder
PRD03959,Cool_Stuff,23,572,2,200,23,15,15,Fresh Flip Clock
PRD03960,Housewares,36,566,3,300,40,5,40,Pro Cutlery Set
PRD03961,Fashion_Bags_Accessories,59,745,3,900,43,16,27,Ultra Fashion Bags Accessories Bundle
PRD03962,Housewares,48,546,1,5675,25,25,60,Heavy-Duty Mixing Bowl
PRD03963,Auto,58,1658,3,200,25,7,12,Sturdy Tyre Inflator
PRD03964,Health_Beauty,51,641,1,500,20,12,13,Deluxe Face Wash
PRD03965,Furniture_Decor,56,1722,2,600,52,11,11,Wireless Storage Cabinet
PRD03966,Electronics,54,799,2,600,16,16,11,Advanced Action Camera
PRD03967,Baby,51,410,1,550,43,25,33,Elegant Swaddle Wrap
PRD03968,Sports_Leisure,60,794,1,400,27,9,14,Ultra Skipping Rope
PRD03969,Furniture_Decor,60,2138,2,400,69,11,11,Smart Floor Lamp
PRD03970,Health_Beauty,49,3265,2,633,18,16,14,Advanced Face Wash
PRD03971,Costruction_Tools_Garden,52,646,2,1225,45,28,28,Elegant Costruction Tools Garden Pack
PRD03972,Furniture_Decor,53,770,1,13650,45,35,45,Pro Wall Decor Light
PRD03973,Watches_Gifts,58,171,2,200,16,2,11,Pro Digital Watch
PRD03974,Musical_Instruments,58,652,1,2138,71,13,47,Premium Ukulele
PRD03975,Home_Confort,52,181,1,2200,54,9,28,Classic Home Confort
PRD03976,Housewares,52,267,2,10550,30,50,30,Lightweight Dinner Plate Set
PRD03977,Health_Beauty,27,1198,2,1150,26,12,24,Deluxe Body Lotion
PRD03978,Housewares,43,475,1,600,25,8,15,Fresh Kitchen Organizer
PRD03979,Health_Beauty,46,648,3,1100,32,8,38,Deluxe Face Wash
PRD03980,Sports_Leisure,33,829,1,600,22,14,22,Modern Tennis Racket
PRD03981,Fashion_Bags_Accessories,50,504,2,200,16,16,16,Deluxe Fashion Bags Accessories
PRD03982,Stationery,57,513,9,600,35,35,20,Classic Stationery Piece
PRD03983,Computers_Accessories,48,343,4,300,22,12,20,Sturdy Wireless Mouse
PRD03984,Housewares,53,537,1,1150,25,6,20,Essential Kitchen Organizer
PRD03985,Cool_Stuff,26,2532,1,2035,27,13,15,Lightweight Mini Gadget
PRD03986,Furniture_Decor,59,729,2,2300,33,12,33,Portable Side Table
PRD03987,Toys,42,314,2,450,27,11,13,Pro Building Blocks
PRD03988,Furniture_Decor,52,2057,2,700,60,7,14,Advanced Bookshelf
PRD03989,Sports_Leisure,56,1026,1,150,17,15,16,Wireless Tennis Racket
PRD03990,Housewares,31,1507,3,9900,53,30,34,Essential Dinner Plate Set
PRD03991,Computers_Accessories,58,565,2,250,16,5,11,Ergonomic Wireless Mouse
PRD03992,Bed_Bath_Table,50,228,1,200,32,3,23,Advanced Pillow Cover Set
PRD03993,Fixed_Telephony,53,627,1,500,17,13,14,Smart Fixed Telephony Piece
PRD03994,Musical_Instruments,59,477,2,7450,40,40,40,Essential Ukulele
PRD03995,Furniture_Decor,57,2115,2,600,68,8,13,Deluxe Bookshelf
PRD03996,Bed_Bath_Table,44,146,1,2067,38,5,35,Modern Bath Towel
PRD03997,Telephony,59,508,3,300,17,4,12,Ergonomic Telephony Set
PRD03998,Garden_Tools,30,139,1,600,24,22,24,Sturdy Watering Can
PRD03999,Perfumery,44,741,2,200,16,7,14,Essential Scent Set
PRD04000,Auto,56,762,5,50,24,2,17,Lightweight Seat Cover Set
PRD04001,Toys,33,1130,1,1750,34,19,21,Premium Race Car Set
PRD04002,Fashion_Bags_Accessories,32,216,3,250,20,9,11,Soft Fashion Bags Accessories
PRD04003,Housewares,42,566,2,2250,52,3,32,Compact Kitchen Organizer
PRD04004,Furniture_Living_Room,58,487,5,3300,46,9,56,Premium Furniture Living Room
PRD04005,Computers_Accessories,40,260,5,200,16,4,13,Heavy-Duty Wireless Mouse
PRD04006,Telephony,58,1568,1,150,18,6,20,Heavy-Duty Telephony Bundle
PRD04007,Perfumery,37,584,1,457,23,14,19,Ultra Aroma Mist
PRD04008,Stationery,59,202,3,300,24,7,14,Fresh Stationery Edition
PRD04009,Housewares,39,518,1,5100,60,17,90,Compact Kitchen Organizer
PRD04010,Telephony,28,466,1,200,19,6,15,Advanced Telephony Set
PRD04011,Watches_Gifts,33,169,1,530,17,12,17,Premium Watch Strap
PRD04012,Toys,47,1375,1,3000,33,37,22,Compact Action Figure
PRD04013,Housewares,54,288,1,300,25,20,20,Advanced Dinner Plate Set
PRD04014,Auto,60,1469,4,550,36,8,15,Ergonomic Car Phone Holder
PRD04015,Furniture_Decor,61,157,9,3400,41,15,25,Pro Side Table
PRD04016,Sports_Leisure,30,2162,1,1563,20,16,17,Lightweight Tennis Racket
PRD04017,Sports_Leisure,38,989,5,3400,45,15,35,Smart Skipping Rope
PRD04018,Books_General_Interest,44,237,1,364,20,25,11,Compact Books General Interest
PRD04019,Home_Confort,32,373,1,1500,45,30,45,Ultra Home Confort
PRD04020,Pet_Shop,56,486,1,26700,80,41,46,Sturdy Pet Shampoo
PRD04021,Health_Beauty,52,1151,1,300,16,20,15,Modern Vitamin Supplement
PRD04022,Watches_Gifts,42,802,2,331,19,13,13,Compact Desk Clock
PRD04023,Bed_Bath_Table,55,137,2,333,30,4,26,Essential Comforter
PRD04024,Housewares,50,365,1,21400,48,65,48,Compact Mixing Bowl
PRD04025,Auto,21,2566,1,20100,61,61,37,Wireless Dashboard Cleaner
PRD04026,Auto,56,374,4,150,17,21,15,Ergonomic Tyre Inflator
PRD04027,Electronics,59,2148,3,717,20,7,15,Ultra Power Bank
PRD04028,Health_Beauty,56,389,1,250,16,5,15,Heavy-Duty Face Cream
PRD04029,Computers_Accessories,57,245,1,500,18,9,16,Ergonomic Webcam
PRD04030,Computers_Accessories,59,1392,4,350,17,7,13,Eco Wireless Mouse
PRD04031,Auto,34,364,1,800,20,10,20,Essential Dashboard Cleaner
PRD04032,Electronics,54,126,1,200,22,12,16,Soft Power Bank
PRD04033,Garden_Tools,45,2121,1,6050,18,39,31,Ergonomic Plant Pot
PRD04034,Sports_Leisure,60,856,5,300,20,7,15,Soft Cricket Kit
PRD04035,Stationery,46,259,1,350,25,10,20,Premium Stationery Item
PRD04036,Health_Beauty,45,1982,1,2200,35,10,18,Heavy-Duty Face Cream
PRD04037,Sports_Leisure,26,438,1,757,22,6,20,Eco Hiking Backpack
PRD04038,Housewares,57,403,2,200,28,5,15,Sturdy Cutlery Set
PRD04039,Sports_Leisure,30,395,1,204,19,17,16,Modern Tennis Racket
PRD04040,Health_Beauty,22,1301,2,250,16,6,11,Premium Face Cream
PRD04041,Pet_Shop,55,833,14,7300,33,30,44,Advanced Harness
PRD04042,Auto,58,1145,6,3850,53,43,11,Premium Bike Helmet
PRD04043,Garden_Tools,38,437,1,1900,45,6,20,Soft Watering Can
PRD04044,Computers_Accessories,20,398,2,650,16,6,20,Pro USB Hub
PRD04045,Bed_Bath_Table,51,739,1,1300,20,40,20,Ergonomic Bath Towel
PRD04046,Watches_Gifts,58,568,1,100,20,7,15,Sturdy Analog Watch
PRD04047,Baby,44,385,6,14675,55,64,52,Ultra Feeding Bottle
PRD04048,Office_Furniture,39,2419,1,20500,58,28,58,Smart Office Desk
PRD04049,Furniture_Bedroom,57,589,1,1450,50,8,40,Sturdy Furniture Bedroom
PRD04050,Books_Technical,25,1002,1,2000,30,4,23,Essential Books Technical
PRD04051,Auto,45,1283,5,175,25,25,25,Modern Dashboard Cleaner
PRD04052,Furniture_Decor,63,1700,1,700,60,11,20,Portable Floor Lamp
PRD04053,Auto,29,1641,3,100,16,16,16,Essential Seat Cover Set
PRD04054,Auto,56,3460,3,50,16,12,12,Sturdy Dashboard Cleaner
PRD04055,Office_Furniture,44,787,1,12100,54,40,52,Heavy-Duty Office Desk
PRD04056,Health_Beauty,52,1013,3,525,30,6,13,Smart Face Cream
PRD04057,Health_Beauty,42,693,1,1250,30,12,16,Heavy-Duty Body Lotion
PRD04058,Telephony,58,1566,1,150,18,6,11,Smart Telephony Unit
PRD04059,Fashion_Underwear_Beach,41,1032,3,300,30,30,30,Advanced Fashion Underwear Beach Kit
PRD04060,Office_Furniture,62,1139,1,8900,53,50,16,Ultra Office Desk
PRD04061,Music,55,435,1,400,25,10,18,Portable Music Piece
PRD04062,Bed_Bath_Table,53,495,1,650,30,4,19,Fresh Table Runner
PRD04063,Baby,34,775,1,625,23,22,11,Wireless Feeding Bottle
PRD04064,Furniture_Decor,38,1112,1,1700,80,20,20,Portable Floor Lamp
PRD04065,Furniture_Decor,49,617,1,1050,30,35,30,Sturdy Wall Decor Light
PRD04066,Health_Beauty,63,416,3,100,16,5,20,Heavy-Duty Hair Serum
PRD04067,Health_Beauty,60,3504,4,9500,95,15,65,Wireless Face Cream
PRD04068,Sports_Leisure,38,141,1,300,20,20,11,Modern Tennis Racket
PRD04069,Furniture_Decor,27,296,1,350,17,26,17,Advanced Bookshelf
PRD04070,Auto,57,1970,4,1550,27,24,27,Wireless Seat Cover Set
PRD04071,Computers_Accessories,59,465,2,100,37,6,12,Pro Keyboard
PRD04072,Furniture_Decor,46,210,2,417,21,21,22,Fresh Floor Lamp
PRD04073,Fashion_Bags_Accessories,60,615,1,250,22,10,15,Soft Fashion Bags Accessories Edition
PRD04074,Furniture_Decor,40,3164,2,600,20,60,20,Eco Storage Cabinet
PRD04075,Watches_Gifts,36,427,1,250,16,15,15,Pro Digital Watch
PRD04076,Watches_Gifts,60,517,3,750,48,16,25,Essential Gift Set
PRD04077,Consoles_Games,32,265,1,600,22,9,12,Smart Consoles Games
PRD04078,Toys,33,762,2,1200,20,25,58,Modern Puzzle Game
PRD04079,Fashion_Shoes,57,404,4,1500,22,12,33,Sturdy Formal Leather Shoes
PRD04080,Bed_Bath_Table,59,81,1,400,20,2,15,Fresh Bedsheet Set
PRD04081,Furniture_Decor,57,268,1,1500,40,6,32,Ergonomic Side Table
PRD04082,Health_Beauty,59,1515,1,138,12,9,18,Lightweight Face Cream
PRD04083,Health_Beauty,56,3893,6,300,30,15,15,Elegant Body Lotion
PRD04084,Housewares,51,396,1,1750,45,21,26,Lightweight Dinner Plate Set
PRD04085,Computers_Accessories,55,2880,6,1525,17,24,24,Elegant Keyboard
PRD04086,Auto,20,908,1,75,17,8,13,Soft Bike Helmet
PRD04087,Housewares,50,979,2,700,30,30,30,Elegant Cutlery Set
PRD04088,Watches_Gifts,47,340,3,550,20,16,17,Wireless Gift Set
PRD04089,Market_Place,58,1101,1,3600,19,30,26,Compact Market Place Item
PRD04090,Health_Beauty,48,444,1,30000,55,75,61,Premium Vitamin Supplement
PRD04091,Toys,56,1113,9,260,22,4,22,Essential Building Blocks
PRD04092,Computers_Accessories,51,727,1,450,18,16,17,Classic Webcam
PRD04093,Sports_Leisure,39,513,1,1688,23,17,22,Deluxe Yoga Mat
PRD04094,Furniture_Decor,43,642,2,1000,100,11,20,Wireless Side Table
PRD04095,Stationery,58,264,6,2200,30,60,19,Premium Stationery Kit
PRD04096,Furniture_Decor,60,2010,2,3000,69,11,11,Lightweight Floor Lamp
PRD04097,Musical_Instruments,49,1051,1,594,20,15,16,Sturdy Drum Practice Pad
PRD04098,Perfumery,46,565,1,75,18,9,16,Premium Aroma Mist
PRD04099,Garden_Tools,43,452,1,2350,30,12,15,Sturdy Garden Hose
PRD04100,Watches_Gifts,49,364,1,250,40,10,25,Ergonomic Digital Watch
PRD04101,Watches_Gifts,58,441,3,1700,31,5,31,Modern Analog Watch
PRD04102,Baby,60,1212,4,1200,28,13,21,Essential Swaddle Wrap
PRD04103,Watches_Gifts,48,361,2,200,31,4,13,Compact Desk Clock
PRD04104,Toys,46,1156,1,400,17,10,12,Sturdy Doll Set
PRD04105,Housewares,55,93,2,1300,37,37,37,Deluxe Dinner Plate Set
PRD04106,Telephony,54,172,2,150,20,5,12,Advanced Telephony Accessory
PRD04107,Fashion_Bags_Accessories,30,815,1,100,16,5,16,Ultra Fashion Bags Accessories
PRD04108,Auto,56,614,1,5150,60,12,60,Premium Dashboard Cleaner
PRD04109,Health_Beauty,60,365,1,180,16,13,11,Soft Face Wash
PRD04110,Food,57,606,3,150,22,4,17,Portable Food Kit
PRD04111,Auto,58,581,3,100,24,2,17,Smart Car Phone Holder
PRD04112,Fashion_Bags_Accessories,52,830,5,200,20,20,12,Ultra Fashion Bags Accessories
PRD04113,Auto,49,382,2,4900,31,31,31,Lightweight Tyre Inflator
PRD04114,Health_Beauty,36,749,2,350,22,12,17,Fresh Vitamin Supplement
PRD04115,Bed_Bath_Table,41,627,1,4442,57,36,42,Smart Bath Towel
PRD04116,Food,26,993,1,400,19,19,14,Wireless Food Accessory
PRD04117,Party_Supplies,58,1729,2,350,16,12,14,Lightweight Party Supplies Set
PRD04118,Sports_Leisure,48,1102,1,1400,41,6,33,Ergonomic Skipping Rope
PRD04119,Home_Appliances,60,277,1,200,27,13,17,Modern Air Purifier
PRD04120,Bed_Bath_Table,26,393,2,623,30,7,31,Premium Comforter
PRD04121,Telephony,57,607,1,100,16,11,9,Modern Telephony Kit
PRD04122,Fashion_Bags_Accessories,46,1437,1,300,16,2,20,Essential Fashion Bags Accessories
PRD04123,Auto,58,237,1,100,16,8,16,Fresh Bike Helmet
PRD04124,Bed_Bath_Table,39,364,1,6300,51,22,36,Advanced Bedsheet Set
PRD04125,Housewares,58,451,4,8575,33,48,38,Eco Mixing Bowl
PRD04126,Housewares,21,853,1,250,16,16,16,Portable Kitchen Organizer
PRD04127,Air_Conditioning,52,346,3,250,22,11,16,Lightweight Air Conditioning Item
PRD04128,Auto,56,1498,2,550,21,18,13,Elegant Car Phone Holder
PRD04129,Office_Furniture,44,1208,1,11350,63,61,24,Soft Filing Cabinet
PRD04130,Watches_Gifts,57,462,1,475,26,13,16,Sturdy Digital Watch
PRD04131,Stationery,57,1682,1,7200,43,23,33,Deluxe Stationery Item
PRD04132,Pet_Shop,49,683,1,11100,52,52,36,Essential Dog Leash
PRD04133,Bed_Bath_Table,55,739,1,1500,20,40,20,Ergonomic Table Runner
PRD04134,Toys,32,1207,1,650,20,20,20,Soft Building Blocks
PRD04135,Consoles_Games,25,1100,4,183,20,8,16,Smart Consoles Games
PRD04136,Health_Beauty,40,1102,1,2175,36,11,19,Deluxe Face Cream
PRD04137,Telephony,49,498,1,100,19,4,20,Smart Telephony Edition
PRD04138,Drinks,58,3337,4,475,24,16,19,Classic Drinks Unit
PRD04139,Watches_Gifts,56,633,1,400,20,13,13,Wireless Analog Watch
PRD04140,Stationery,47,329,2,250,20,20,20,Elegant Stationery Set
PRD04141,Fashion_Bags_Accessories,48,731,1,250,16,2,11,Wireless Fashion Bags Accessories Set
PRD04142,Computers_Accessories,20,1069,3,200,16,25,15,Pro Webcam
PRD04143,Sports_Leisure,41,936,1,6300,101,16,25,Ergonomic Tennis Racket
PRD04144,Health_Beauty,62,3074,1,1750,16,16,15,Fresh Body Lotion
PRD04145,Stationery,59,315,4,5750,60,20,29,Compact Stationery Item
PRD04146,Computers_Accessories,31,589,2,240,18,10,14,Eco USB Hub
PRD04147,Health_Beauty,50,2352,1,1083,19,18,18,Sturdy Hair Serum
PRD04148,Sports_Leisure,54,794,1,10750,30,20,30,Sturdy Hiking Backpack
PRD04149,Electronics,60,3007,6,1571,18,6,18,Lightweight LED Monitor
PRD04150,Toys,53,436,3,290,17,7,13,Classic Puzzle Game
PRD04151,Auto,55,790,3,100,24,13,19,Elegant Bike Helmet
PRD04152,Watches_Gifts,55,175,8,250,16,2,11,Pro Desk Clock
PRD04153,Computers_Accessories,45,599,1,500,16,2,11,Deluxe Laptop Stand
PRD04154,Auto,52,553,9,650,16,29,22,Ergonomic Tyre Inflator
PRD04155,Furniture_Decor,59,316,3,11400,60,6,60,Heavy-Duty Storage Cabinet
PRD04156,Auto,53,578,3,1350,30,20,30,Premium Bike Helmet
PRD04157,Fashion_Bags_Accessories,57,349,2,5000,100,80,11,Eco Fashion Bags Accessories Edition
PRD04158,Toys,49,1230,7,3500,30,30,30,Smart Race Car Set
PRD04159,Furniture_Decor,63,233,11,1500,42,14,32,Eco Wall Decor Light
PRD04160,Cool_Stuff,57,1003,4,200,30,20,40,Modern LED String Light
PRD04161,Housewares,60,416,2,950,43,17,24,Modern Mixing Bowl
PRD04162,Computers_Accessories,42,250,2,200,23,6,15,Heavy-Duty Wireless Mouse
PRD04163,Electronics,59,487,2,800,16,2,11,Advanced LED Monitor
PRD04164,Pet_Shop,63,2653,9,20700,60,40,40,Elegant Pet Shampoo
PRD04165,Cool_Stuff,51,590,2,3175,30,28,33,Premium Novelty Mug
PRD04166,Perfumery,39,1290,1,200,18,4,13,Pro Aroma Mist
PRD04167,Fashion_Bags_Accessories,35,353,5,300,16,16,12,Compact Fashion Bags Accessories
PRD04168,Garden_Tools,59,1439,3,6000,40,10,20,Essential Pruning Shears
PRD04169,Pet_Shop,48,282,1,250,16,16,16,Eco Cat Scratcher
PRD04170,Furniture_Decor,35,563,1,100,16,16,16,Lightweight Side Table
PRD04171,Fixed_Telephony,57,2877,4,1450,21,16,16,Portable Fixed Telephony Bundle
PRD04172,Perfumery,47,729,1,400,19,11,16,Pro Eau De Parfum
PRD04173,Signaling_And_Security,57,752,3,14650,65,65,13,Sturdy Signaling And Security Kit
