order_id,payment_sequential,payment_type,payment_installments,payment_value
ORDR23079,1,UPI,1,232.43
ORDR72922,1,credit_card,2,193.39
ORDR23848,1,credit_card,1,232.39
ORDR87361,1,UPI,1,108.16
ORDR79401,1,UPI,1,303.75
ORDR36449,1,credit_card,10,156.73
ORDR28544,1,credit_card,1,315.54
ORDR36308,2,voucher,1,3.57
ORDR00325,1,credit_card,1,0.23
ORDR75934,1,credit_card,1,57.43
ORDR61394,1,credit_card,3,194.5
ORDR64464,1,credit_card,12,462.84
ORDR35438,1,credit_card,5,217.55
ORDR60324,1,credit_card,2,132.57
ORDR38385,1,credit_card,2,26.77
ORDR07298,1,credit_card,6,70.91
ORDR43015,1,credit_card,3,145.56
ORDR28566,1,credit_card,2,54.28
ORDR15246,1,UPI,1,51.14
ORDR14591,1,credit_card,4,60.44
ORDR82558,1,credit_card,1,32.72
ORDR01114,1,credit_card,5,249.31
ORDR29736,1,UPI,1,77.57
ORDR82757,1,credit_card,4,47.2
ORDR61650,1,UPI,1,166.81
ORDR11129,1,UPI,1,182.91
9cef7eef349dd605b870fce05c57765f,1,UPI,1,141.73
ORDR87514,1,credit_card,3,89.36
ORDR26824,1,credit_card,3,84.15
ORDR00336,1,credit_card,1,222.68
ORDR65081,1,voucher,1,108.42
ORDR55863,1,credit_card,5,161.54
ORDR43340,1,credit_card,7,74.4
ORDR28472,1,credit_card,10,206.84
1c30f782ac9a37cc2fc7db08f3ccf24a,1,credit_card,1,30.0
d177b7c08ed2934d5888e7fd236d42e1,1,credit_card,1,31.77
ORDR56408,1,credit_card,3,132.57
ORDR82810,1,credit_card,5,505.5
ORDR55280,1,credit_card,8,464.29
dafb12075abc3168e9addb5ccf7a02c5,1,credit_card,3,97.78
ORDR13581,7,voucher,1,25.05
ORDR63294,1,credit_card,2,115.96
ORDR36526,1,credit_card,1,98.65
ORDR36914,1,credit_card,2,229.65
ORDR89630,1,credit_card,2,40.09
ORDR23097,1,credit_card,4,65.51
ORDR70931,1,credit_card,2,156.49
ORDR72284,1,credit_card,10,939.98
ORDR82440,1,credit_card,1,44.28
ORDR03535,1,credit_card,7,77.03
ORDR80845,1,credit_card,6,648.82
ORDR13671,1,credit_card,1,79.98
ORDR65028,1,UPI,1,98.7
ORDR05049,1,UPI,1,311.82
ORDR67565,1,UPI,1,55.47
ORDR85517,1,credit_card,3,186.1
ORDR90810,1,credit_card,3,194.56
ORDR50809,1,credit_card,9,91.18
ORDR86279,1,credit_card,2,61.8
ORDR64658,1,UPI,1,153.2
ORDR93184,1,credit_card,1,214.63
ORDR23655,1,UPI,1,428.74
ORDR68971,1,UPI,1,291.94
ORDR14514,1,credit_card,3,77.21
ORDR27654,1,UPI,1,75.11
ORDR48614,1,UPI,1,124.51
ORDR29313,1,credit_card,10,336.17
ORDR34925,1,credit_card,7,236.88
ORDR78568,1,credit_card,5,50.75
ORDR25145,1,credit_card,1,38.54
ORDR68058,1,credit_card,5,59.43
ORDR71053,1,credit_card,4,84.23
ORDR40461,1,credit_card,5,130.58
ORDR47280,1,UPI,1,95.02
77b04f15396c882d9989245e0afc7147,1,credit_card,1,137.6
ORDR76034,1,credit_card,5,314.82
ORDR95748,1,credit_card,1,19.33
ORDR75420,1,credit_card,1,199.23
ORDR89079,1,UPI,1,65.95
ORDR09801,1,UPI,1,84.66
ORDR31405,1,UPI,1,63.78
ORDR03574,1,credit_card,1,125.43
ORDR26661,1,credit_card,4,122.97
ORDR12660,1,credit_card,4,511.65
ORDR02375,1,UPI,1,55.28
ORDR09570,1,credit_card,1,23.29
ORDR85493,1,UPI,1,52.28
ORDR62438,1,credit_card,3,38.94
37e5806494067b6dcc269c80c272eab2,1,credit_card,4,182.26
ORDR47106,1,credit_card,3,74.14
ORDR73039,1,UPI,1,55.09
ORDR95075,1,credit_card,2,44.69
ORDR90025,1,credit_card,5,188.34
ORDR78510,1,credit_card,1,32.68
ORDR17240,1,credit_card,4,135.92
ORDR61467,1,credit_card,6,108.86
ORDR81586,1,credit_card,2,47.43
ORDR81588,1,credit_card,2,67.3
ORDR37574,1,credit_card,3,350.84
ORDR89863,1,credit_card,3,90.58
ORDR40255,1,credit_card,1,276.74
ddecef40fd6080d8aeb6d69f92bb1a8b,1,credit_card,6,88.35
ORDR72474,1,credit_card,1,144.76
ORDR39927,1,UPI,1,169.82
ORDR83215,1,credit_card,1,28.22
ORDR61521,1,credit_card,1,27.23
ORDR49354,1,credit_card,2,189.9
ORDR77392,1,UPI,1,109.41
ORDR51304,1,credit_card,1,58.0
ORDR61402,1,credit_card,3,62.38
ORDR33991,1,credit_card,3,640.43
ORDR60174,1,credit_card,5,105.28
ORDR60960,1,credit_card,1,117.82
ORDR04477,1,credit_card,5,104.05
ORDR07306,1,credit_card,3,133.47
ORDR75894,1,UPI,1,73.34
ORDR77788,1,credit_card,1,63.1
ORDR23437,1,credit_card,1,83.11
ORDR60837,1,UPI,1,98.95
ORDR43797,1,UPI,1,40.15
ORDR38949,1,credit_card,4,45.0
ORDR58326,1,credit_card,1,84.14
ORDR63579,1,credit_card,2,51.22
ORDR17594,1,credit_card,7,180.5
ORDR19474,1,credit_card,6,61.58
ORDR16828,1,credit_card,10,931.8
ORDR10956,1,UPI,1,102.23
ORDR02831,1,credit_card,2,153.73
ORDR24319,1,UPI,1,93.12
ORDR28636,1,UPI,1,74.58
ORDR86864,1,credit_card,4,71.14
ORDR07205,1,credit_card,1,40.53
ORDR44615,1,credit_card,10,162.25
ORDR39058,1,credit_card,6,170.32
ORDR03594,1,credit_card,10,620.44
ORDR80630,2,voucher,1,24.08
ORDR50053,1,credit_card,2,26.78
ORDR12218,1,credit_card,6,84.84
ORDR86789,1,credit_card,4,620.29
ORDR04871,1,credit_card,1,54.34
ORDR77872,1,UPI,1,223.76
ORDR62382,1,credit_card,1,93.58
ORDR25009,1,credit_card,5,101.28
ORDR55191,1,credit_card,5,283.42
ORDR48905,1,UPI,1,148.15
ORDR21524,1,credit_card,1,102.37
ORDR54958,1,UPI,1,71.53
ORDR39226,1,credit_card,8,335.47
ORDR41493,1,credit_card,1,253.38
ORDR23332,1,credit_card,5,223.51
ORDR87029,1,credit_card,4,47.05
ORDR63527,1,credit_card,1,42.55
ORDR00210,1,credit_card,8,84.64
ORDR52169,1,UPI,1,81.89
ORDR61984,1,UPI,1,79.72
ORDR63133,1,credit_card,5,199.04
ORDR59030,1,UPI,1,78.19
ORDR89426,1,UPI,1,77.57
ORDR31461,1,credit_card,2,171.0
ORDR13872,1,credit_card,3,94.0
ORDR63447,1,credit_card,5,81.04
ORDR60124,1,UPI,1,91.31
ORDR20833,1,credit_card,4,40.86
ORDR14326,1,UPI,1,32.68
e88c89f6e503fc7445b55278cc926d47,1,UPI,1,32.38
a35b086d9dfac1991ee12dd08387c3df,1,credit_card,7,353.58
ORDR18987,1,credit_card,1,78.64
ORDR72210,1,debit_card,1,225.69
ORDR45619,1,credit_card,7,91.36
ORDR25035,1,credit_card,4,83.8
ORDR68027,1,credit_card,1,56.63
ORDR52545,1,credit_card,7,171.85
ORDR91663,1,credit_card,1,64.0
ORDR69228,1,UPI,1,25.5
ORDR46852,1,credit_card,3,56.78
42202323e8e5319c107e361d55ad0de6,1,credit_card,1,73.71
ORDR69845,1,credit_card,1,56.09
ORDR42743,1,credit_card,2,209.32
ORDR06571,1,credit_card,4,98.37
ORDR28417,1,credit_card,3,70.89
ORDR47837,1,credit_card,1,215.14
ORDR51976,1,credit_card,2,118.13
ORDR53501,1,UPI,1,111.62
ORDR68667,2,voucher,1,100.0
ORDR16327,1,UPI,1,89.99
ORDR24355,1,credit_card,4,91.66
ORDR74986,1,credit_card,8,108.51
ORDR25112,1,credit_card,2,52.59
ORDR74898,1,credit_card,5,755.89
ORDR90111,1,credit_card,1,88.19
ORDR05127,1,UPI,1,37.38
ORDR21830,1,UPI,1,35.69
ORDR22098,1,credit_card,1,19.75
ORDR66432,1,credit_card,1,171.55
ORDR66194,1,credit_card,2,24.42
ORDR13438,1,credit_card,2,183.94
ORDR82617,1,credit_card,2,29.66
ORDR49755,1,UPI,1,90.05
ORDR74873,1,voucher,1,74.28
ORDR65437,1,credit_card,2,118.01
ORDR12762,1,credit_card,10,107.78
ORDR16912,1,credit_card,3,70.72
ORDR21975,1,credit_card,1,89.88
ORDR65068,1,credit_card,5,155.98
ORDR65945,1,UPI,1,86.15
ORDR08522,1,credit_card,1,243.25
ORDR67050,1,credit_card,8,80.73
ORDR86815,1,credit_card,5,54.37
ORDR56495,1,UPI,1,44.02
ORDR94586,1,credit_card,4,80.89
ORDR09375,1,UPI,1,206.56
ORDR19059,1,UPI,1,248.86
ORDR33111,1,credit_card,4,209.71
ORDR43231,1,credit_card,1,115.84
ORDR44295,1,credit_card,3,62.77
ORDR45272,1,credit_card,5,107.81
ORDR21617,1,credit_card,3,43.09
ORDR79369,1,credit_card,2,115.59
ORDR43783,1,credit_card,1,534.1
ORDR35101,1,credit_card,2,62.91
ORDR38564,1,UPI,1,218.27
ORDR55406,1,credit_card,10,839.88
ORDR01780,1,credit_card,6,235.27
ORDR40028,1,credit_card,1,33.09
ORDR42464,1,voucher,1,210.22
ORDR24854,1,UPI,1,70.66
ORDR60427,1,UPI,1,59.22
ORDR03760,1,credit_card,3,92.62
ORDR34996,1,credit_card,3,98.79
736813b41544d3ca0ed5d508802f4ca1,1,credit_card,1,77.57
ORDR15644,1,credit_card,1,37.6
ORDR19909,1,credit_card,2,77.5
ORDR31989,1,credit_card,2,27.0
ORDR87419,1,credit_card,1,108.2
ORDR43410,1,credit_card,4,127.9
ORDR10169,1,credit_card,4,61.38
ORDR96172,1,credit_card,1,39.1
ORDR10565,1,credit_card,1,107.78
ORDR09380,1,credit_card,2,237.6
ORDR84819,1,credit_card,5,94.12
ORDR47400,1,UPI,1,36.86
ORDR63909,1,credit_card,3,188.47
ORDR74280,1,credit_card,2,368.75
ORDR44481,1,credit_card,1,107.04
ORDR38330,1,credit_card,3,167.29
ORDR63204,1,credit_card,1,57.6
ORDR54700,1,credit_card,3,163.02
ORDR30794,1,credit_card,5,250.7
4d7ca3591e5dc730ad4e00085ebe11c6,1,credit_card,1,66.05
ORDR51245,1,credit_card,4,199.39
f8a8d05d951ce7e359dfd0c67f1de017,10,voucher,1,0.17
ORDR85137,1,credit_card,5,141.23
ORDR13594,1,credit_card,2,75.08
ORDR48717,1,credit_card,10,209.74
ORDR26921,2,voucher,1,28.32
ORDR30274,1,UPI,1,211.82
ORDR79091,1,credit_card,2,114.19
ORDR55282,1,credit_card,2,129.32
ORDR87889,1,credit_card,6,143.12
ORDR65365,1,credit_card,6,64.1
ORDR17539,1,credit_card,4,251.07
ORDR15252,1,credit_card,4,46.69
ORDR70594,1,credit_card,2,127.01
ORDR15017,1,credit_card,1,2.86
ORDR55197,1,credit_card,2,75.79
ORDR34269,1,credit_card,1,419.03
ORDR78395,1,UPI,1,39.1
ORDR94528,1,credit_card,5,52.38
ORDR84497,1,credit_card,3,32.38
ORDR92690,1,credit_card,1,65.0
ORDR95306,1,credit_card,1,88.06
ORDR17446,1,credit_card,10,378.05
ORDR94483,1,UPI,1,40.09
ORDR33800,1,credit_card,4,187.57
ORDR70004,1,credit_card,4,575.69
ORDR59543,1,UPI,1,158.35
ORDR80574,1,credit_card,3,94.43
ORDR14342,1,credit_card,4,167.32
ORDR67687,1,credit_card,1,67.5
ORDR37752,1,credit_card,3,124.42
ORDR58394,1,credit_card,5,514.69
ORDR66769,1,UPI,1,38.23
ORDR61863,1,UPI,1,108.77
ORDR36915,1,UPI,1,41.84
ORDR39627,1,credit_card,1,101.54
ORDR07357,1,credit_card,4,105.6
ORDR24701,1,credit_card,4,83.87
ORDR83433,1,credit_card,5,154.34
ORDR19869,1,credit_card,1,105.5
ORDR18336,1,credit_card,1,128.87
ORDR26821,1,UPI,1,238.34
ORDR92692,1,UPI,1,26.39
ORDR55974,1,credit_card,1,73.19
ORDR28736,1,credit_card,1,99.11
ORDR43102,1,credit_card,3,125.16
ORDR79344,1,credit_card,2,102.85
ORDR94722,1,credit_card,2,277.8
ORDR58882,1,credit_card,10,757.94
ORDR16708,1,credit_card,2,359.67
ORDR62568,1,credit_card,1,107.22
ORDR38961,1,credit_card,1,54.58
ORDR02515,1,credit_card,4,47.84
ORDR37127,1,credit_card,1,185.29
ORDR23045,1,UPI,1,69.13
ORDR91130,1,credit_card,2,249.04
ORDR68979,1,credit_card,2,27.86
ORDR68060,1,credit_card,5,236.71
ORDR79526,1,credit_card,2,127.15
ORDR83648,1,UPI,1,31.05
ORDR48215,1,credit_card,1,60.22
ORDR22420,1,voucher,1,3.02
ORDR74727,1,credit_card,1,38.36
ORDR86099,1,UPI,1,144.49
ORDR21865,1,credit_card,3,333.76
ORDR87486,1,credit_card,6,381.9
ORDR95858,1,credit_card,2,129.05
ORDR06863,1,UPI,1,60.85
ORDR07107,1,UPI,1,83.56
ORDR57958,1,credit_card,4,192.81
ORDR02614,1,credit_card,1,45.34
ORDR29974,1,credit_card,4,243.56
ORDR95645,1,credit_card,1,49.27
ORDR24069,1,credit_card,6,300.49
ORDR54405,1,UPI,1,199.0
ORDR10048,1,UPI,1,238.41
ORDR45349,1,credit_card,6,131.49
ORDR81336,1,UPI,1,289.34
ORDR88582,1,credit_card,5,89.56
ORDR81882,1,credit_card,1,56.1
ORDR78467,1,credit_card,1,199.6
ORDR91468,1,credit_card,1,61.75
ORDR47389,1,credit_card,1,271.86
ORDR23871,3,voucher,1,43.05
ORDR12140,1,UPI,1,52.93
ORDR24513,1,credit_card,4,58.53
ORDR54229,1,UPI,1,125.53
ORDR94555,1,UPI,1,181.26
ORDR94711,1,credit_card,9,465.23
ORDR45716,1,credit_card,4,404.04
ORDR15296,1,credit_card,1,138.81
ORDR91095,1,credit_card,1,119.08
ORDR13541,1,credit_card,3,346.4
ORDR80195,1,debit_card,1,355.29
ORDR66373,1,credit_card,1,77.65
ORDR24827,1,credit_card,1,44.48
ORDR71610,1,credit_card,3,121.38
e51a8e1d0f0a0cc6eae0b605b53cf9ed,1,credit_card,2,131.01
ORDR68353,1,credit_card,5,125.64
ORDR16537,1,credit_card,3,301.67
ORDR27212,1,credit_card,1,28.0
ORDR82498,1,UPI,1,76.89
ORDR22632,1,credit_card,1,137.09
ORDR76804,1,UPI,1,184.92
ORDR65256,1,credit_card,6,136.3
ORDR64907,1,credit_card,2,112.92
ORDR85950,1,credit_card,7,244.31
ORDR29518,1,credit_card,1,58.62
ORDR06500,1,credit_card,5,112.61
ORDR28055,1,credit_card,2,199.14
ORDR26193,1,credit_card,1,21.43
ORDR36760,1,credit_card,1,203.91
ORDR52226,1,credit_card,10,124.01
ORDR19139,1,UPI,1,106.78
ORDR29225,1,credit_card,3,153.31
ORDR38270,1,credit_card,3,109.83
ORDR08625,1,UPI,1,255.42
ORDR57249,1,credit_card,10,154.32
ORDR71500,1,credit_card,2,416.96
ORDR38224,1,UPI,1,66.18
ORDR44814,1,credit_card,10,468.42
ORDR38870,1,credit_card,4,123.18
ORDR26362,1,credit_card,1,82.62
ORDR88255,1,UPI,1,51.13
ORDR72311,1,credit_card,3,235.06
ORDR44436,1,credit_card,1,93.22
ORDR77409,1,credit_card,1,66.66
ORDR20369,1,credit_card,4,102.03
ORDR96436,1,credit_card,2,43.0
ORDR90246,1,credit_card,1,130.07
ORDR78712,1,credit_card,1,28.75
ORDR61639,1,credit_card,4,42.77
ORDR38246,1,credit_card,10,672.37
ORDR47005,1,credit_card,9,178.0
ORDR86429,1,credit_card,4,144.57
ORDR19228,1,credit_card,1,65.7
ORDR36120,1,UPI,1,58.09
ORDR10728,1,UPI,1,153.2
ORDR79127,1,credit_card,6,309.99
ORDR49025,1,credit_card,5,143.49
ORDR74718,1,credit_card,1,78.62
ORDR93779,1,credit_card,3,186.85
ORDR02395,1,credit_card,1,42.0
ORDR44503,1,credit_card,2,53.06
ORDR10854,1,UPI,1,102.92
ORDR71245,1,credit_card,1,193.4
ORDR49237,1,credit_card,3,92.5
ORDR50125,1,credit_card,2,23.78
ORDR90700,1,UPI,1,273.06
ORDR58196,1,voucher,1,20.0
ORDR47078,1,credit_card,1,166.81
ORDR22066,1,credit_card,3,32.33
ORDR83201,1,credit_card,5,274.9
ORDR27844,1,credit_card,1,73.34
ORDR51176,1,credit_card,10,608.88
ORDR91382,1,credit_card,2,161.27
ORDR05408,1,credit_card,1,37.75
ORDR55558,1,debit_card,1,30.41
ORDR84691,1,credit_card,6,143.02
ORDR47048,1,credit_card,1,33.23
ORDR11133,1,credit_card,8,368.92
ORDR57670,1,credit_card,1,164.7
ORDR75248,1,UPI,1,55.0
ORDR48237,1,credit_card,1,41.0
ORDR20616,1,credit_card,4,138.96
ORDR70109,1,credit_card,1,91.16
ORDR33352,1,credit_card,1,59.04
ORDR87135,1,credit_card,4,44.75
ORDR74739,1,credit_card,1,83.13
ORDR38177,1,credit_card,4,322.68
ORDR57132,1,UPI,1,48.17
ORDR68663,1,credit_card,2,139.71
ORDR01758,1,credit_card,7,92.9
41a164c8a106bd1bd634b33340f2199f,1,credit_card,4,117.0
ORDR22797,1,credit_card,8,713.7
ORDR86302,1,credit_card,1,104.59
ORDR51787,1,UPI,1,213.79
ORDR25492,1,credit_card,1,65.53
ORDR67147,1,UPI,1,140.49
ORDR32534,1,credit_card,1,67.89
7b2224d2541bc6874a3767724399a203,1,credit_card,2,144.56
ORDR41280,1,credit_card,3,88.9
ORDR08687,1,credit_card,3,179.76
ORDR76160,1,credit_card,8,162.9
ORDR75206,1,credit_card,10,801.49
ORDR00147,1,UPI,1,161.3
ORDR11829,1,credit_card,8,103.02
ORDR47902,2,voucher,1,42.04
ORDR70929,1,UPI,1,63.11
ORDR28117,1,UPI,1,126.37
ORDR26337,1,credit_card,9,463.77
ORDR02350,1,UPI,1,52.27
ORDR54607,1,credit_card,1,33.87
ORDR28812,1,credit_card,9,98.56
ORDR02803,5,voucher,1,9.37
ORDR74439,1,UPI,1,202.06
ORDR41352,1,credit_card,8,86.64
ORDR44972,1,UPI,1,192.3
ORDR52207,1,credit_card,2,25.38
ORDR15335,2,voucher,1,250.0
ORDR61343,1,credit_card,1,524.24
ORDR86788,1,UPI,1,286.55
ORDR10817,1,credit_card,10,103.59
ORDR18024,2,voucher,1,19.12
ORDR11041,1,credit_card,6,165.52
ORDR81241,1,UPI,1,278.41
ORDR46572,1,credit_card,3,465.99
ORDR38585,1,UPI,1,46.22
ORDR77627,1,credit_card,2,45.0
ORDR18653,1,credit_card,1,69.97
ORDR27036,1,UPI,1,212.83
ORDR89599,1,credit_card,6,321.58
ORDR56378,1,credit_card,3,50.85
ORDR60457,1,credit_card,3,77.68
ORDR24985,1,credit_card,2,64.14
ORDR64873,1,credit_card,10,459.34
ORDR02344,1,credit_card,1,270.57
ORDR48732,1,credit_card,4,103.55
ORDR31414,1,UPI,1,105.37
ORDR78858,1,credit_card,2,243.71
ORDR07140,1,UPI,1,22.72
ORDR70026,1,UPI,1,125.94
ORDR35859,1,credit_card,1,70.97
ORDR13667,1,credit_card,2,34.86
ORDR65454,1,UPI,1,136.31
ORDR89499,1,credit_card,2,168.06
ORDR65174,1,UPI,1,121.64
ORDR01175,1,credit_card,1,37.36
ORDR89197,1,credit_card,1,137.6
ORDR26626,1,UPI,1,28.28
ORDR49635,1,credit_card,2,143.32
ORDR84264,1,credit_card,4,81.21
ORDR91102,1,credit_card,2,72.14
ORDR08410,1,credit_card,10,292.98
ORDR92290,1,credit_card,1,197.58
ORDR42508,1,credit_card,2,96.26
ORDR49005,1,credit_card,3,37.31
ORDR38010,1,UPI,1,92.15
ORDR79606,1,UPI,1,374.1
ORDR21294,1,credit_card,3,168.03
ORDR34494,1,credit_card,8,332.25
ORDR67949,1,credit_card,1,141.79
ORDR78829,1,credit_card,8,328.15
ORDR13420,1,credit_card,2,137.28
ORDR54611,1,credit_card,8,89.29
ORDR63462,1,credit_card,1,87.64
ORDR28859,1,credit_card,1,14.29
ORDR44685,1,credit_card,3,60.45
ORDR28095,1,credit_card,6,82.57
ORDR15007,1,credit_card,5,125.97
ORDR85186,3,voucher,1,10.32
ORDR40891,1,credit_card,8,371.59
ORDR17546,1,UPI,1,128.85
ORDR27764,1,credit_card,1,35.38
ORDR60620,1,credit_card,1,136.08
ORDR20343,1,credit_card,1,117.08
ORDR08531,1,credit_card,2,42.67
ORDR49528,1,credit_card,1,39.28
ORDR44005,1,credit_card,1,29.5
ORDR70638,1,UPI,1,19.62
ORDR39963,1,credit_card,1,125.2
ORDR58341,1,credit_card,1,88.5
ORDR14275,1,credit_card,1,183.0
ORDR20112,1,credit_card,5,144.78
ORDR92412,1,credit_card,1,189.37
ORDR71876,1,credit_card,1,62.39
ORDR91742,1,credit_card,4,382.62
ORDR07801,1,credit_card,1,14.52
ORDR06927,1,credit_card,6,418.58
ORDR53559,1,credit_card,1,179.0
ORDR08965,1,credit_card,1,68.38
ORDR50989,1,credit_card,13,133.34
ORDR27200,1,credit_card,1,42.41
ORDR52130,2,voucher,1,63.41
ORDR56818,1,UPI,1,118.66
ORDR20943,1,credit_card,1,69.64
ORDR65281,1,credit_card,4,168.75
ORDR18283,1,credit_card,1,327.28
ORDR64081,1,credit_card,3,72.64
ORDR51596,1,credit_card,3,120.59
ORDR24055,1,credit_card,1,171.22
ORDR11456,1,credit_card,1,67.62
ORDR12882,1,credit_card,10,222.67
ORDR63697,1,credit_card,6,126.67
ORDR77095,2,debit_card,1,119.54
ORDR09438,1,credit_card,8,186.94
ORDR26303,1,credit_card,2,59.6
ORDR06872,1,credit_card,2,28.1
ORDR01136,1,credit_card,1,136.32
ORDR42813,1,credit_card,2,76.02
ORDR63794,1,credit_card,8,334.98
ORDR85860,1,UPI,1,36.78
ORDR09503,1,credit_card,1,35.0
ORDR33448,1,credit_card,12,128.17
ORDR06739,1,credit_card,1,47.13
ORDR33637,1,credit_card,3,158.3
ORDR48594,1,credit_card,2,27.98
ORDR19817,1,credit_card,1,139.03
ORDR83973,1,UPI,1,193.53
ORDR50748,1,UPI,1,118.93
ORDR46014,1,credit_card,2,137.53
ORDR09476,1,credit_card,5,53.98
ORDR47578,1,credit_card,7,76.98
ORDR90001,1,UPI,1,334.05
ORDR61681,2,voucher,1,55.05
ORDR47364,1,credit_card,6,114.34
ORDR65550,1,UPI,1,107.05
ORDR32292,1,credit_card,6,221.19
ORDR64571,1,credit_card,4,159.14
ORDR65950,1,credit_card,4,328.17
ORDR90265,1,credit_card,4,94.3
ORDR60373,1,credit_card,3,119.5
ORDR49177,1,UPI,1,37.77
ORDR31217,1,UPI,1,104.37
ORDR91528,1,credit_card,2,73.66
ORDR20714,1,credit_card,1,150.39
1cee73866d7513dbc499639d14020ce4,1,credit_card,1,61.75
ORDR15200,1,credit_card,6,187.1
03f3b08f9da8df7604b68b2fd5999e9a,1,credit_card,6,106.99
ORDR73898,1,credit_card,2,195.0
ORDR24609,1,credit_card,1,57.76
f380f2af4b81c39da36a06a133dd12c8,1,credit_card,8,187.1
ORDR94615,1,UPI,1,37.0
ORDR59928,1,credit_card,4,100.35
ORDR34438,1,credit_card,6,127.92
ORDR21116,1,credit_card,1,139.04
ORDR03282,1,UPI,1,54.46
ORDR56044,1,UPI,1,68.62
ORDR37714,1,UPI,1,115.7
ORDR44017,1,credit_card,6,69.49
ORDR87653,1,credit_card,2,72.58
ORDR86873,1,credit_card,4,213.16
ORDR72271,1,credit_card,2,57.58
ORDR88280,1,UPI,1,99.9
ORDR70255,1,credit_card,1,237.24
ORDR65435,1,credit_card,3,31.1
ORDR81313,1,credit_card,10,265.73
56de0edb4db33436ad3f4548267afdb7,1,credit_card,1,108.51
ORDR40896,1,credit_card,10,671.7
ORDR87455,1,credit_card,4,158.07
ORDR07886,1,credit_card,1,764.52
ORDR39019,1,credit_card,1,46.35
ORDR30658,1,credit_card,3,72.18
ORDR10980,1,credit_card,3,208.64
ORDR22179,1,credit_card,1,408.99
ORDR37966,1,credit_card,2,235.81
ORDR60144,1,credit_card,3,218.55
ORDR28663,1,UPI,1,91.86
ORDR73303,1,credit_card,1,43.62
ORDR37351,1,credit_card,1,85.01
ORDR64744,1,credit_card,2,216.45
ORDR22614,1,UPI,1,45.55
ORDR03293,1,UPI,1,74.97
ORDR23745,1,credit_card,2,114.14
ORDR41786,1,UPI,1,41.79
ORDR08530,1,credit_card,3,139.98
ORDR29738,1,UPI,1,168.1
ORDR05973,1,credit_card,3,31.7
ORDR44493,1,credit_card,8,107.78
ORDR57172,1,credit_card,1,135.6
ORDR16475,1,credit_card,1,88.83
ORDR01045,1,UPI,1,217.06
ORDR61718,1,credit_card,1,123.8
ORDR77092,1,credit_card,2,194.12
ORDR11433,1,credit_card,1,135.5
ORDR69366,1,credit_card,3,231.86
ORDR86925,1,credit_card,1,98.61
ORDR69102,1,credit_card,3,67.23
ORDR02438,1,credit_card,10,416.55
ORDR71532,1,credit_card,5,545.08
ORDR14246,1,UPI,1,87.16
ORDR62535,2,voucher,1,31.73
ORDR64998,1,voucher,1,99.7
ORDR28788,1,UPI,1,232.84
ORDR15819,1,credit_card,5,104.85
ORDR58753,1,credit_card,2,45.1
ORDR56205,1,credit_card,1,69.04
ORDR88140,1,UPI,1,188.12
ORDR80879,1,credit_card,2,67.13
ORDR87286,1,credit_card,10,1869.8
ORDR19265,1,UPI,1,143.89
ORDR70374,1,credit_card,4,181.76
ORDR62743,1,UPI,1,90.55
ORDR50557,1,credit_card,3,169.32
ORDR14924,1,credit_card,6,371.55
ORDR80175,1,credit_card,1,483.7
ORDR29001,1,credit_card,2,29.51
ORDR27199,1,credit_card,10,207.27
ORDR31494,1,credit_card,2,46.69
ORDR47195,1,credit_card,5,561.92
ORDR76983,1,credit_card,2,89.7
ORDR60568,1,credit_card,1,33.69
ORDR68239,1,credit_card,2,148.24
ORDR45428,1,credit_card,10,819.09
ORDR06132,1,credit_card,5,117.85
ORDR88240,2,voucher,1,20.0
ORDR05787,1,credit_card,1,48.43
ORDR96160,1,credit_card,8,166.81
ORDR05297,1,credit_card,3,33.51
ORDR20569,1,credit_card,8,863.75
ORDR73614,1,UPI,1,53.85
ORDR33168,1,credit_card,3,97.12
ORDR71326,1,credit_card,10,465.11
ORDR32818,1,UPI,1,63.83
ORDR50988,1,UPI,1,17.39
ORDR78946,1,UPI,1,27.38
ORDR07609,1,credit_card,2,108.42
ORDR32112,1,credit_card,5,74.72
ORDR51883,1,credit_card,5,214.91
ORDR84794,1,credit_card,3,375.08
ORDR25193,1,credit_card,1,40.17
ORDR64991,1,credit_card,4,104.7
ORDR54016,1,credit_card,10,163.69
ORDR11002,1,credit_card,3,266.89
ORDR35040,1,UPI,1,469.71
ORDR26543,1,credit_card,2,126.57
ORDR35613,4,voucher,1,4.84
ORDR68340,1,UPI,1,249.03
ORDR24511,1,credit_card,10,1272.76
ORDR11445,1,UPI,1,99.18
ORDR44319,1,UPI,1,209.46
ORDR27054,1,credit_card,5,53.98
ORDR18260,1,UPI,1,54.84
ORDR16668,1,credit_card,4,163.81
ORDR94780,1,credit_card,1,48.34
ORDR80547,1,credit_card,4,44.0
ORDR66237,1,UPI,1,19.33
ORDR16703,1,UPI,1,672.41
ORDR54548,1,credit_card,1,104.26
ORDR24463,1,credit_card,1,73.96
ORDR52063,1,credit_card,10,217.82
ORDR45680,1,credit_card,1,14.92
ORDR17126,1,UPI,1,49.7
ORDR00070,1,credit_card,1,209.41
ORDR90600,1,credit_card,2,99.01
ORDR56445,1,credit_card,2,144.86
ORDR43432,1,credit_card,1,168.67
ORDR35421,1,credit_card,1,85.15
ORDR78458,1,credit_card,1,231.27
ORDR68731,1,UPI,1,112.49
ORDR58062,1,UPI,1,177.41
ORDR59129,1,UPI,1,22.45
